# CHIME Latency Histogram - Range
# Bucket size: 500 ns
# Total samples: 9000000
# Format: latency_ns	count
40000	1
47500	1
48000	1
48500	1
50500	1
52000	1
53500	2
54500	1
55500	4
56500	1
57000	8
57500	3
58000	5
58500	6
59000	4
59500	5
60000	5
60500	5
61000	7
61500	5
62000	10
62500	17
63000	14
63500	16
64000	20
64500	20
65000	24
65500	26
66000	28
66500	34
67000	38
67500	44
68000	52
68500	47
69000	45
69500	61
70000	69
70500	80
71000	75
71500	73
72000	79
72500	103
73000	95
73500	137
74000	115
74500	129
75000	147
75500	129
76000	160
76500	139
77000	172
77500	172
78000	199
78500	195
79000	216
79500	205
80000	236
80500	242
81000	232
81500	279
82000	252
82500	254
83000	298
83500	306
84000	309
84500	336
85000	326
85500	342
86000	356
86500	344
87000	368
87500	410
88000	396
88500	451
89000	435
89500	420
90000	408
90500	479
91000	455
91500	492
92000	498
92500	478
93000	529
93500	514
94000	541
94500	544
95000	530
95500	532
96000	592
96500	677
97000	581
97500	616
98000	611
98500	659
99000	627
99500	592
100000	634
100500	658
101000	673
101500	695
102000	676
102500	675
103000	703
103500	706
104000	703
104500	767
105000	741
105500	823
106000	706
106500	731
107000	786
107500	783
108000	799
108500	765
109000	770
109500	853
110000	874
110500	858
111000	865
111500	894
112000	844
112500	866
113000	912
113500	909
114000	865
114500	966
115000	930
115500	914
116000	949
116500	1002
117000	980
117500	946
118000	997
118500	1041
119000	969
119500	1064
120000	1062
120500	1099
121000	1127
121500	1152
122000	1130
122500	1042
123000	1115
123500	1141
124000	1124
124500	1220
125000	1184
125500	1198
126000	1238
126500	1212
127000	1294
127500	1224
128000	1269
128500	1273
129000	1289
129500	1360
130000	1439
130500	1453
131000	1401
131500	1319
132000	1474
132500	1473
133000	1529
133500	1527
134000	1499
134500	1559
135000	1624
135500	1654
136000	1609
136500	1686
137000	1674
137500	1690
138000	1771
138500	1875
139000	1769
139500	1853
140000	1840
140500	1837
141000	1871
141500	1944
142000	1969
142500	2081
143000	2036
143500	2059
144000	2158
144500	2185
145000	2246
145500	2236
146000	2267
146500	2382
147000	2296
147500	2404
148000	2361
148500	2537
149000	2503
149500	2520
150000	2564
150500	2577
151000	2664
151500	2720
152000	2758
152500	2823
153000	2857
153500	2824
154000	2944
154500	2957
155000	2924
155500	3067
156000	3158
156500	3079
157000	3185
157500	3298
158000	3238
158500	3200
159000	3327
159500	3387
160000	3457
160500	3558
161000	3554
161500	3563
162000	3651
162500	3690
163000	3727
163500	3871
164000	3887
164500	3910
165000	4060
165500	4041
166000	4166
166500	4074
167000	4066
167500	4218
168000	4194
168500	4241
169000	4454
169500	4491
170000	4405
170500	4499
171000	4548
171500	4631
172000	4528
172500	4669
173000	4860
173500	4710
174000	4725
174500	4861
175000	4882
175500	5106
176000	5058
176500	4978
177000	5055
177500	5254
178000	5250
178500	5210
179000	5279
179500	5192
180000	5417
180500	5387
181000	5379
181500	5419
182000	5628
182500	5548
183000	5616
183500	5661
184000	5814
184500	5917
185000	5874
185500	5788
186000	5920
186500	5881
187000	5819
187500	5954
188000	6189
188500	5972
189000	5844
189500	6084
190000	6073
190500	6180
191000	6084
191500	6283
192000	6098
192500	6152
193000	6350
193500	6422
194000	6216
194500	6355
195000	6270
195500	6337
196000	6384
196500	6434
197000	6482
197500	6481
198000	6414
198500	6397
199000	6524
199500	6504
200000	6562
200500	6523
201000	6570
201500	6584
202000	6709
202500	6711
203000	6576
203500	6419
204000	6575
204500	6634
205000	6493
205500	6605
206000	6723
206500	6572
207000	6530
207500	6595
208000	6498
208500	6586
209000	6527
209500	6575
210000	6387
210500	6579
211000	6732
211500	6500
212000	6603
212500	6671
213000	6500
213500	6511
214000	6583
214500	6415
215000	6514
215500	6470
216000	6348
216500	6577
217000	6435
217500	6387
218000	6421
218500	6342
219000	6362
219500	6308
220000	6297
220500	6202
221000	6139
221500	6319
222000	6004
222500	6213
223000	6184
223500	6211
224000	5981
224500	6034
225000	5945
225500	6107
226000	5847
226500	5902
227000	5714
227500	5904
228000	5939
228500	5718
229000	5727
229500	5805
230000	5601
230500	5693
231000	5599
231500	5601
232000	5497
232500	5519
233000	5446
233500	5233
234000	5401
234500	5359
235000	5362
235500	5309
236000	5343
236500	5142
237000	5285
237500	5180
238000	5121
238500	5178
239000	4974
239500	4902
240000	5034
240500	4856
241000	4976
241500	4809
242000	4793
242500	4718
243000	4752
243500	4674
244000	4553
244500	4551
245000	4419
245500	4490
246000	4341
246500	4371
247000	4464
247500	4307
248000	4375
248500	4278
249000	4143
249500	4061
250000	4226
250500	4137
251000	4002
251500	4016
252000	3993
252500	3854
253000	3972
253500	3939
254000	3851
254500	3818
255000	3869
255500	3761
256000	3738
256500	3753
257000	3803
257500	3710
258000	3592
258500	3552
259000	3630
259500	3637
260000	3384
260500	3365
261000	3396
261500	3528
262000	3316
262500	3364
263000	3408
263500	3247
264000	3296
264500	3195
265000	3215
265500	3230
266000	3196
266500	3252
267000	3152
267500	3047
268000	3070
268500	3067
269000	3059
269500	3129
270000	3035
270500	3052
271000	2934
271500	2940
272000	2837
272500	2869
273000	2945
273500	2931
274000	2880
274500	2799
275000	2778
275500	2813
276000	2756
276500	2873
277000	2752
277500	2740
278000	2682
278500	2747
279000	2651
279500	2694
280000	2637
280500	2658
281000	2658
281500	2619
282000	2619
282500	2602
283000	2654
283500	2552
284000	2589
284500	2577
285000	2531
285500	2577
286000	2546
286500	2586
287000	2535
287500	2452
288000	2459
288500	2428
289000	2497
289500	2626
290000	2450
290500	2367
291000	2473
291500	2568
292000	2531
292500	2431
293000	2524
293500	2560
294000	2466
294500	2369
295000	2469
295500	2471
296000	2461
296500	2445
297000	2557
297500	2552
298000	2448
298500	2401
299000	2495
299500	2401
300000	2476
300500	2560
301000	2453
301500	2431
302000	2491
302500	2523
303000	2484
303500	2429
304000	2501
304500	2575
305000	2539
305500	2558
306000	2501
306500	2450
307000	2533
307500	2594
308000	2389
308500	2534
309000	2506
309500	2519
310000	2511
310500	2557
311000	2483
311500	2443
312000	2547
312500	2524
313000	2601
313500	2501
314000	2580
314500	2515
315000	2562
315500	2632
316000	2535
316500	2605
317000	2651
317500	2688
318000	2594
318500	2683
319000	2678
319500	2628
320000	2654
320500	2717
321000	2615
321500	2655
322000	2724
322500	2727
323000	2667
323500	2681
324000	2689
324500	2689
325000	2665
325500	2809
326000	2829
326500	2736
327000	2753
327500	2759
328000	2791
328500	2803
329000	2828
329500	2809
330000	2826
330500	2775
331000	2889
331500	2880
332000	2751
332500	2772
333000	2934
333500	2921
334000	2848
334500	2917
335000	2907
335500	2839
336000	2898
336500	2923
337000	2849
337500	2970
338000	2881
338500	2968
339000	3036
339500	2940
340000	3033
340500	3020
341000	2887
341500	2984
342000	3060
342500	2995
343000	3091
343500	3039
344000	3009
344500	3028
345000	2997
345500	3060
346000	3045
346500	3048
347000	3212
347500	3132
348000	3014
348500	3072
349000	3076
349500	3121
350000	3152
350500	3112
351000	3201
351500	3109
352000	3136
352500	3150
353000	3165
353500	3124
354000	3227
354500	3241
355000	3215
355500	3088
356000	3302
356500	3242
357000	3282
357500	3344
358000	3190
358500	3241
359000	3312
359500	3336
360000	3254
360500	3328
361000	3362
361500	3301
362000	3319
362500	3273
363000	3356
363500	3334
364000	3360
364500	3332
365000	3359
365500	3349
366000	3337
366500	3384
367000	3477
367500	3367
368000	3459
368500	3375
369000	3380
369500	3485
370000	3480
370500	3452
371000	3459
371500	3475
372000	3413
372500	3462
373000	3530
373500	3510
374000	3505
374500	3523
375000	3474
375500	3548
376000	3653
376500	3538
377000	3495
377500	3430
378000	3669
378500	3669
379000	3673
379500	3502
380000	3511
380500	3682
381000	3625
381500	3657
382000	3587
382500	3598
383000	3662
383500	3710
384000	3628
384500	3778
385000	3715
385500	3732
386000	3708
386500	3661
387000	3606
387500	3713
388000	3788
388500	3771
389000	3717
389500	3783
390000	3792
390500	3872
391000	3722
391500	3822
392000	3722
392500	3826
393000	3815
393500	3728
394000	3712
394500	3787
395000	3840
395500	3819
396000	3823
396500	3891
397000	3849
397500	3896
398000	3831
398500	3879
399000	3926
399500	3981
400000	3908
400500	3957
401000	4019
401500	3910
402000	3963
402500	3917
403000	3931
403500	3943
404000	3976
404500	4054
405000	4024
405500	4039
406000	4019
406500	3983
407000	4006
407500	4029
408000	3947
408500	4142
409000	4265
409500	4097
410000	4032
410500	4181
411000	4218
411500	4276
412000	4019
412500	4056
413000	4234
413500	4146
414000	4113
414500	4276
415000	4248
415500	4119
416000	4199
416500	4329
417000	4319
417500	4273
418000	4249
418500	4197
419000	4255
419500	4312
420000	4347
420500	4355
421000	4140
421500	4275
422000	4299
422500	4299
423000	4428
423500	4370
424000	4356
424500	4279
425000	4324
425500	4438
426000	4522
426500	4451
427000	4404
427500	4421
428000	4432
428500	4408
429000	4359
429500	4530
430000	4404
430500	4532
431000	4503
431500	4408
432000	4511
432500	4414
433000	4484
433500	4523
434000	4479
434500	4463
435000	4551
435500	4512
436000	4516
436500	4637
437000	4644
437500	4661
438000	4653
438500	4710
439000	4681
439500	4641
440000	4700
440500	4750
441000	4665
441500	4732
442000	4756
442500	4738
443000	4695
443500	4724
444000	4680
444500	4764
445000	4755
445500	4847
446000	4836
446500	4858
447000	4726
447500	4794
448000	4838
448500	4742
449000	4728
449500	4843
450000	4935
450500	4847
451000	4830
451500	4803
452000	4964
452500	4876
453000	5019
453500	5069
454000	4991
454500	4929
455000	4999
455500	5015
456000	4964
456500	5178
457000	4954
457500	4876
458000	5046
458500	5025
459000	4974
459500	5046
460000	5081
460500	4972
461000	4961
461500	5068
462000	5236
462500	5083
463000	5162
463500	5135
464000	5181
464500	5146
465000	5021
465500	5278
466000	5118
466500	5249
467000	5272
467500	5177
468000	5397
468500	5260
469000	5295
469500	5272
470000	5304
470500	5258
471000	5371
471500	5257
472000	5334
472500	5385
473000	5244
473500	5426
474000	5382
474500	5386
475000	5356
475500	5347
476000	5576
476500	5434
477000	5583
477500	5476
478000	5448
478500	5527
479000	5520
479500	5470
480000	5495
480500	5488
481000	5568
481500	5484
482000	5597
482500	5538
483000	5501
483500	5545
484000	5672
484500	5602
485000	5574
485500	5642
486000	5638
486500	5629
487000	5599
487500	5678
488000	5635
488500	5630
489000	5665
489500	5650
490000	5634
490500	5654
491000	5688
491500	5703
492000	5701
492500	5842
493000	5724
493500	5761
494000	5849
494500	5584
495000	5715
495500	5762
496000	5808
496500	5796
497000	5822
497500	5627
498000	5873
498500	5890
499000	5883
499500	5745
500000	5850
500500	5842
501000	5821
501500	5992
502000	6113
502500	5755
503000	5962
503500	5813
504000	5908
504500	5811
505000	5927
505500	5927
506000	6016
506500	5845
507000	5973
507500	6062
508000	6053
508500	5898
509000	6063
509500	5997
510000	5985
510500	6017
511000	6096
511500	6039
512000	5968
512500	6124
513000	6209
513500	6074
514000	6069
514500	6028
515000	6168
515500	6197
516000	6127
516500	6035
517000	6211
517500	6080
518000	6068
518500	6077
519000	6073
519500	6216
520000	6212
520500	6234
521000	6148
521500	6270
522000	6086
522500	6362
523000	6171
523500	6329
524000	6308
524500	6159
525000	6305
525500	6279
526000	6297
526500	6321
527000	6273
527500	6276
528000	6191
528500	6312
529000	6249
529500	6475
530000	6396
530500	6362
531000	6412
531500	6242
532000	6224
532500	6321
533000	6388
533500	6367
534000	6500
534500	6459
535000	6431
535500	6254
536000	6317
536500	6488
537000	6342
537500	6356
538000	6347
538500	6361
539000	6277
539500	6414
540000	6478
540500	6528
541000	6341
541500	6531
542000	6483
542500	6430
543000	6417
543500	6349
544000	6512
544500	6566
545000	6514
545500	6480
546000	6390
546500	6518
547000	6601
547500	6543
548000	6505
548500	6378
549000	6488
549500	6445
550000	6592
550500	6701
551000	6540
551500	6468
552000	6340
552500	6557
553000	6552
553500	6533
554000	6619
554500	6713
555000	6625
555500	6511
556000	6419
556500	6716
557000	6679
557500	6684
558000	6596
558500	6561
559000	6564
559500	6747
560000	6614
560500	6511
561000	6549
561500	6680
562000	6734
562500	6672
563000	6806
563500	6614
564000	6595
564500	6495
565000	6733
565500	6723
566000	6665
566500	6582
567000	6639
567500	6627
568000	6715
568500	6801
569000	6656
569500	6611
570000	6639
570500	6665
571000	6821
571500	6722
572000	6931
572500	6711
573000	6873
573500	6692
574000	6620
574500	6692
575000	6803
575500	6682
576000	6699
576500	6798
577000	6677
577500	6788
578000	6792
578500	6793
579000	6908
579500	6889
580000	6689
580500	6769
581000	6808
581500	6822
582000	6761
582500	6837
583000	6833
583500	6698
584000	6902
584500	6987
585000	6797
585500	6848
586000	6908
586500	6663
587000	6755
587500	6771
588000	6739
588500	6808
589000	6807
589500	6875
590000	6761
590500	6797
591000	6872
591500	6761
592000	6797
592500	6764
593000	6593
593500	6833
594000	6639
594500	6700
595000	6960
595500	6867
596000	6750
596500	6557
597000	6769
597500	6760
598000	6674
598500	7070
599000	6724
599500	6728
600000	6792
600500	6915
601000	6931
601500	6840
602000	6751
602500	6784
603000	6815
603500	6825
604000	6706
604500	6798
605000	6851
605500	6713
606000	6848
606500	6711
607000	6818
607500	6669
608000	6832
608500	6687
609000	6716
609500	6845
610000	6922
610500	6728
611000	6661
611500	6755
612000	6843
612500	6736
613000	6848
613500	6784
614000	6582
614500	6934
615000	6788
615500	6653
616000	6882
616500	6875
617000	6761
617500	6710
618000	6733
618500	6795
619000	6732
619500	6814
620000	6857
620500	6724
621000	6858
621500	6809
622000	6694
622500	6891
623000	6652
623500	6705
624000	6954
624500	6768
625000	6693
625500	6817
626000	6765
626500	6810
627000	6743
627500	6769
628000	6856
628500	6780
629000	6744
629500	6723
630000	6892
630500	6743
631000	6807
631500	6833
632000	6710
632500	6864
633000	6661
633500	6881
634000	6607
634500	6859
635000	6814
635500	6797
636000	6836
636500	6690
637000	6661
637500	6587
638000	6724
638500	6807
639000	6696
639500	6688
640000	6731
640500	6635
641000	6808
641500	6691
642000	6802
642500	6649
643000	6714
643500	6642
644000	6707
644500	6743
645000	6687
645500	6747
646000	6675
646500	6604
647000	6570
647500	6603
648000	6504
648500	6738
649000	6631
