# CHIME Latency Histogram - Read
# Bucket size: 500 ns
# Total samples: 3500000
# Format: latency_ns	count
3500	10
4000	383
4500	7750
5000	50126
5500	160524
6000	320838
6500	451171
7000	500049
7500	452902
8000	366716
8500	273708
9000	194188
9500	134949
10000	90603
10500	61059
11000	41913
11500	28925
12000	22105
12500	17273
13000	14434
13500	13180
14000	12285
14500	12252
15000	11990
15500	12044
16000	12195
16500	12238
17000	12230
17500	12178
18000	12041
18500	12000
19000	11960
19500	11565
20000	11411
20500	10672
21000	10413
21500	9601
22000	9175
22500	8609
23000	7977
23500	7194
24000	6709
24500	5943
25000	5367
25500	4779
26000	4228
26500	3805
27000	3217
27500	2785
28000	2414
28500	2068
29000	1786
29500	1541
30000	1277
30500	1163
31000	915
31500	804
32000	743
32500	678
33000	606
33500	556
34000	501
34500	489
35000	452
35500	441
36000	438
36500	366
37000	397
37500	344
38000	344
38500	332
39000	361
39500	325
40000	292
40500	316
41000	307
41500	290
42000	311
42500	327
43000	260
43500	277
44000	284
44500	233
45000	293
45500	240
46000	269
46500	279
47000	263
47500	258
48000	265
48500	256
49000	275
49500	245
50000	238
50500	224
51000	248
51500	206
52000	236
52500	262
53000	258
53500	245
54000	244
54500	251
55000	251
55500	264
56000	229
56500	241
57000	228
57500	251
58000	211
58500	243
59000	254
59500	258
60000	252
60500	242
61000	236
61500	257
62000	268
62500	233
63000	233
63500	227
64000	208
64500	240
65000	200
65500	232
66000	202
66500	221
67000	217
67500	226
68000	208
68500	214
69000	180
69500	197
70000	189
70500	215
71000	195
71500	192
72000	201
72500	164
73000	175
73500	159
74000	182
74500	178
75000	156
75500	166
76000	169
76500	128
77000	141
77500	170
78000	151
78500	163
79000	155
79500	133
80000	136
80500	99
81000	131
81500	127
82000	111
82500	111
83000	117
83500	101
84000	79
84500	99
85000	79
85500	82
86000	68
86500	75
87000	75
87500	76
88000	66
88500	62
89000	58
89500	63
90000	60
90500	65
91000	72
91500	56
92000	36
92500	38
93000	35
93500	48
94000	28
94500	40
95000	40
95500	30
96000	35
96500	27
97000	26
97500	25
98000	23
98500	23
99000	18
99500	17
100000	14
100500	16
101000	12
101500	15
102000	8
102500	7
103000	8
103500	9
104000	10
104500	7
105000	7
105500	5
106000	6
106500	3
107000	1
107500	3
108000	5
108500	5
109000	4
109500	2
110000	2
110500	4
111000	2
111500	1
112000	1
112500	4
113000	3
113500	1
114500	2
115000	1
116500	1
117000	1
118000	1
120000	1
120500	1
121500	1
126500	1
130500	1
