# CHIME Latency Histogram - Range
# Bucket size: 500 ns
# Total samples: 1500000
# Format: latency_ns	count
47500	1
48000	2
48500	1
49000	1
49500	1
50000	1
50500	2
51000	1
52000	1
52500	1
53000	2
53500	5
54000	1
54500	1
55000	7
55500	9
56000	7
56500	12
57000	16
57500	17
58000	15
58500	20
59000	31
59500	45
60000	31
60500	45
61000	68
61500	68
62000	75
62500	81
63000	98
63500	97
64000	118
64500	135
65000	153
65500	182
66000	195
66500	239
67000	236
67500	232
68000	288
68500	304
69000	327
69500	356
70000	376
70500	393
71000	419
71500	442
72000	515
72500	511
73000	531
73500	582
74000	619
74500	597
75000	671
75500	661
76000	659
76500	689
77000	684
77500	691
78000	760
78500	729
79000	740
79500	692
80000	702
80500	738
81000	687
81500	723
82000	659
82500	688
83000	653
83500	663
84000	649
84500	668
85000	619
85500	614
86000	596
86500	573
87000	578
87500	563
88000	516
88500	500
89000	490
89500	487
90000	494
90500	426
91000	441
91500	409
92000	403
92500	378
93000	391
93500	424
94000	365
94500	376
95000	386
95500	358
96000	387
96500	358
97000	360
97500	374
98000	394
98500	357
99000	402
99500	402
100000	369
100500	414
101000	410
101500	408
102000	433
102500	420
103000	398
103500	447
104000	447
104500	484
105000	479
105500	492
106000	485
106500	497
107000	485
107500	494
108000	495
108500	547
109000	565
109500	551
110000	551
110500	549
111000	529
111500	579
112000	587
112500	570
113000	604
113500	561
114000	595
114500	605
115000	642
115500	623
116000	596
116500	611
117000	676
117500	628
118000	600
118500	666
119000	635
119500	678
120000	673
120500	645
121000	736
121500	659
122000	693
122500	696
123000	729
123500	696
124000	721
124500	681
125000	760
125500	728
126000	746
126500	747
127000	833
127500	778
128000	776
128500	821
129000	807
129500	775
130000	788
130500	804
131000	820
131500	857
132000	856
132500	810
133000	864
133500	813
134000	833
134500	829
135000	870
135500	859
136000	859
136500	864
137000	860
137500	952
138000	941
138500	879
139000	939
139500	898
140000	968
140500	985
141000	949
141500	987
142000	960
142500	956
143000	1075
143500	957
144000	974
144500	990
145000	1057
145500	1072
146000	1058
146500	1085
147000	1086
147500	1107
148000	1077
148500	1066
149000	1052
149500	1080
150000	1073
150500	1069
151000	1063
151500	1046
152000	1122
152500	1066
153000	1059
153500	1093
154000	1150
154500	1139
155000	1166
155500	1154
156000	1201
156500	1196
157000	1157
157500	1253
158000	1201
158500	1227
159000	1219
159500	1223
160000	1216
160500	1281
161000	1232
161500	1230
162000	1186
162500	1182
163000	1230
163500	1202
164000	1269
164500	1246
165000	1240
165500	1295
166000	1316
166500	1275
167000	1250
167500	1308
168000	1255
