# CHIME Latency Histogram - Range
# Bucket size: 500 ns
# Total samples: 9000000
# Format: latency_ns	count
32500	1
33000	1
34500	2
35000	2
35500	1
36000	1
37000	2
37500	3
38000	4
38500	8
39000	14
39500	16
40000	9
40500	23
41000	23
41500	30
42000	39
42500	48
43000	56
43500	61
44000	66
44500	73
45000	71
45500	80
46000	104
46500	105
47000	117
47500	116
48000	144
48500	162
49000	190
49500	217
50000	225
50500	243
51000	270
51500	299
52000	332
52500	347
53000	373
53500	406
54000	428
54500	436
55000	509
55500	586
56000	665
56500	702
57000	833
57500	905
58000	1029
58500	1115
59000	1263
59500	1442
60000	1501
60500	1624
61000	1809
61500	1868
62000	1952
62500	2077
63000	2215
63500	2293
64000	2532
64500	2568
65000	2694
65500	2846
66000	2903
66500	3057
67000	3175
67500	3348
68000	3326
68500	3444
69000	3596
69500	3790
70000	3921
70500	4104
71000	4172
71500	4321
72000	4347
72500	4625
73000	4635
73500	4818
74000	4938
74500	4991
75000	5113
75500	5274
76000	5558
76500	5595
77000	5720
77500	5863
78000	6101
78500	6148
79000	6151
79500	6313
80000	6558
80500	6702
81000	6684
81500	6888
82000	6902
82500	7135
83000	7217
83500	7278
84000	7143
84500	7402
85000	7428
85500	7706
86000	7566
86500	7633
87000	7804
87500	7805
88000	7646
88500	7692
89000	7876
89500	7710
90000	7840
90500	7987
91000	8041
91500	7931
92000	7939
92500	7960
93000	8043
93500	8102
94000	8079
94500	7929
95000	7886
95500	7862
96000	7995
96500	7884
97000	7737
97500	7946
98000	7699
98500	7774
99000	7533
99500	7712
100000	7616
100500	7521
101000	7489
101500	7637
102000	7484
102500	7443
103000	7443
103500	7513
104000	7303
104500	7389
105000	7487
105500	7362
106000	7437
106500	7391
107000	7329
107500	7386
108000	7332
108500	7086
109000	7078
109500	7232
110000	7429
110500	7401
111000	7445
111500	7468
112000	7452
112500	7502
113000	7292
113500	7467
114000	7505
114500	7511
115000	7561
115500	7548
116000	7685
116500	7641
117000	7878
117500	7894
118000	7890
118500	8062
119000	7987
119500	8075
120000	8104
120500	8120
121000	8212
121500	8436
122000	8702
122500	8517
123000	8706
123500	8729
124000	8803
124500	8833
125000	9043
125500	8950
126000	9141
126500	9436
127000	9326
127500	9688
128000	9678
128500	9873
129000	10216
129500	10223
130000	10351
130500	10237
131000	10474
131500	10559
132000	10889
132500	10860
133000	10948
133500	11053
134000	11114
134500	11497
135000	11511
135500	11668
136000	11766
136500	11814
137000	11946
137500	12224
138000	12297
138500	12480
139000	12553
139500	12483
140000	12591
140500	12845
141000	12861
141500	13069
142000	12963
142500	13371
143000	13326
143500	13621
144000	13524
144500	13732
145000	13707
145500	13956
146000	13925
146500	13986
147000	14229
147500	14245
148000	14286
148500	14419
149000	14525
149500	14410
150000	14826
150500	14657
151000	14886
151500	14780
152000	15072
152500	15139
153000	15527
153500	15272
154000	15334
154500	15320
155000	15326
155500	15299
156000	15501
156500	15739
157000	15686
157500	15913
158000	15827
158500	15899
159000	16267
159500	16107
160000	16121
160500	16190
161000	16176
161500	16582
162000	16422
162500	16674
163000	16608
163500	16871
164000	16802
164500	16636
165000	16898
165500	17177
166000	17222
166500	17199
167000	17306
167500	17397
168000	17444
168500	17391
169000	17676
169500	17376
170000	17321
170500	17593
171000	17794
171500	17737
172000	17839
172500	17963
173000	17915
173500	18236
174000	17984
174500	17768
175000	17914
175500	17991
176000	18071
176500	18222
177000	18351
177500	18101
178000	18203
178500	18113
179000	18147
179500	18217
180000	18046
180500	18251
181000	18091
181500	18049
182000	18025
